slurmstepd: info: Setting TMPDIR to /scratch/10928671. Previous errors about TMPDIR can be discarded
cesga/2020 unloaded
        Preparing the environment for use of the CESGA 2020 software stack.
        Please rebuild modules cache: module --ignore-cache avail
     
cesga/2020 loaded
python/3.9.9 loaded
jupyter-server/1.13.5-python-3.9.9 loaded
jupyterlab/3.2.4-python-3.9.9 loaded
  0%|          | 0/480 [00:00<?, ?batch/s]Restormer model not found. Restormer preprocessing will be disabled.
Available Models: ['FRNet', 'FRNet_1ch', 'FRNetR', 'RoiNet11', 'RoiNet9', 'RoiNet9_plusk', 'RoiNet7', 'RoiNet5', 'RoiNet3', 'RoiNetR', 'RoiNet9x1.5', 'RoiNet7x1.5', 'RoiNet5x1.5', 'RoiNet3x1.5', 'RoiNet9x0.5', 'RoiNet7x0.5', 'RoiNet5x0.5', 'RoiNetx2', 'RoiNet_AblationOne_Simple', 'RoiNet_Ablation3_Simple', 'RoiNet_AblationOne_Residual', 'RoiNet_Ablation3_Residual']
Datasets_library: {'FIVES512': {'paths': {'train': 'dataset/FIVES512/train', 'val': 'dataset/FIVES512/val', 'test': 'dataset/FIVES512/test'}, 'preprocessing': {'start': 0, 'end': 1}}, 'FIVES': {'paths': {'train': 'dataset/FIVES/train', 'val': 'dataset/FIVES/val', 'test': 'dataset/FIVES/test'}, 'preprocessing': {'start': 0, 'end': 1}}}
USING CHANNELS = 3
Available Datasets: ['FIVES512', 'FIVES']
All datasets: {'FIVES512': {'train': <ds.dataset.SegmentationDataset object at 0x1457a18946d0>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a18a0090>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1826290>}, 'FIVES': {'train': <ds.dataset.SegmentationDataset object at 0x1457a1827d10>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a1802750>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1805610>}}
Dataset a usar: {'train': <ds.dataset.SegmentationDataset object at 0x1457a1827d10>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a1802750>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1805610>}
Configuración de Entrenamiento:
  Model: RoiNet_Ablation3_Residual
  Dataset: FIVES
  Config File: code/config/config.json
  Epochs: 300
  Thresh Value: 100
  Batch Size: 1
  Num Workers: 32
  Learning Rate: 0.0001
  Weight Decay: 0.001
  Loss Function: Dice
  Loss Alpha: 0.2
  Loss Beta: 0.8
  Loss Gamma: 0.5
  Logging Enabled: True
  Output Prefix: RoiNet_Ablation3_Residual_
  Augmentation Config: {'enabled': True, 'geometric': False, 'elastic': False, 'intensity_and_color': False, 'gamma': False, 'noise': False, 'otrosfives': True}
  Restormer Enabled: False
  Output Directory: run_benchmark_runs/RoiNet_Ablation3_Residual_result_2025-03-10_12-35-56
Parameters logged to: run_benchmark_runs/RoiNet_Ablation3_Residual_result_2025-03-10_12-35-56/parameters_FIVES_RoiNet_Ablation3_Residual_Dice_True_False.log
Modelo cargado en GPU:
- Parámetros totales: 4687174
- Memoria ocupada por modelo en GPU: 17.88 MB
==== Memoria GPU - Después de cargar el modelo en GPU ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
USING: Dice
==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
Train Epoch 0:   0%|          | 0/480 [00:02<?, ?batch/s]
Train Epoch 0:   0%|          | 0/480 [00:07<?, ?batch/s, avg_loss=0.850, curr_loss=0.850, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  62%|██████▏   | 298/480 [02:30<01:29,  2.03batch/s, avg_loss=0.106, curr_loss=0.114, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 301/480 [02:30<01:28,  2.02batch/s, avg_loss=0.106, curr_loss=0.114, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 301/480 [02:30<01:28,  2.02batch/s, avg_loss=0.106, curr_loss=0.114, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 301/480 [02:30<01:28,  2.02batch/s, avg_loss=0.107, curr_loss=0.417, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 301/480 [02:30<01:28,  2.02batch/s, avg_loss=0.107, curr_loss=0.417, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 301/480 [02:31<01:28,  2.02batch/s, avg_loss=0.107, curr_loss=0.084, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 301/480 [02:31<01:28,  2.02batch/s, avg_loss=0.107, curr_loss=0.084, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 301/480 [02:31<01:28,  2.02batch/s, avg_loss=0.107, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 304/480 [02:31<01:26,  2.03batch/s, avg_loss=0.107, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 304/480 [02:31<01:26,  2.03batch/s, avg_loss=0.107, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 304/480 [02:32<01:26,  2.03batch/s, avg_loss=0.106, curr_loss=0.064, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 304/480 [02:32<01:26,  2.03batch/s, avg_loss=0.106, curr_loss=0.064, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 304/480 [02:32<01:26,  2.03batch/s, avg_loss=0.107, curr_loss=0.211, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 304/480 [02:32<01:26,  2.03batch/s, avg_loss=0.107, curr_loss=0.211, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  63%|██████▎   | 304/480 [02:32<01:26,  2.03batch/s, avg_loss=0.107, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  64%|██████▍   | 307/480 [02:32<01:25,  2.03batch/s, avg_loss=0.107, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  64%|██████▍   | 307/480 [02:32<01:25,  2.03batch/s, avg_loss=0.107, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  64%|██████▍   | 307/480 [02:33<01:25,  2.03batch/s, avg_loss=0.107, curr_loss=0.119, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  64%|██████▍   | 307/480 [02:33<01:25,  2.03batch/s, avg_loss=0.107, curr_loss=0.119, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  64%|██████▍   | 307/480 [02:33<01:25,  2.03batch/s, avg_loss=0.107, curr_loss=0.150, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  64%|██████▍   | 307/480 [02:33<01:25,  2.03batch/s, avg_loss=0.107, curr_loss=0.150, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  64%|██████▍   | 307/480 [02:34<01:25,  2.03batch/s, avg_loss=0.107, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▍   | 310/480 [02:34<01:23,  2.03batch/s, avg_loss=0.107, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▍   | 310/480 [02:34<01:23,  2.03batch/s, avg_loss=0.107, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▍   | 310/480 [02:34<01:23,  2.03batch/s, avg_loss=0.107, curr_loss=0.111, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▍   | 310/480 [02:34<01:23,  2.03batch/s, avg_loss=0.107, curr_loss=0.111, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▍   | 310/480 [02:35<01:23,  2.03batch/s, avg_loss=0.107, curr_loss=0.103, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▍   | 310/480 [02:35<01:23,  2.03batch/s, avg_loss=0.107, curr_loss=0.103, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▍   | 310/480 [02:35<01:23,  2.03batch/s, avg_loss=0.107, curr_loss=0.127, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▌   | 313/480 [02:35<01:22,  2.03batch/s, avg_loss=0.107, curr_loss=0.127, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▌   | 313/480 [02:35<01:22,  2.03batch/s, avg_loss=0.107, curr_loss=0.127, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▌   | 313/480 [02:36<01:22,  2.03batch/s, avg_loss=0.106, curr_loss=0.051, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▌   | 313/480 [02:36<01:22,  2.03batch/s, avg_loss=0.106, curr_loss=0.051, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▌   | 313/480 [02:36<01:22,  2.03batch/s, avg_loss=0.106, curr_loss=0.051, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▌   | 313/480 [02:36<01:22,  2.03batch/s, avg_loss=0.106, curr_loss=0.051, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  65%|██████▌   | 313/480 [02:37<01:22,  2.03batch/s, avg_loss=0.107, curr_loss=0.241, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▌   | 316/480 [02:37<01:20,  2.03batch/s, avg_loss=0.107, curr_loss=0.241, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▌   | 316/480 [02:37<01:20,  2.03batch/s, avg_loss=0.107, curr_loss=0.241, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▌   | 316/480 [02:37<01:20,  2.03batch/s, avg_loss=0.107, curr_loss=0.061, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▌   | 316/480 [02:37<01:20,  2.03batch/s, avg_loss=0.107, curr_loss=0.061, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▌   | 316/480 [02:38<01:20,  2.03batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▌   | 316/480 [02:38<01:20,  2.03batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▌   | 316/480 [02:38<01:20,  2.03batch/s, avg_loss=0.106, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▋   | 319/480 [02:38<01:19,  2.03batch/s, avg_loss=0.106, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▋   | 319/480 [02:38<01:19,  2.03batch/s, avg_loss=0.106, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▋   | 319/480 [02:39<01:19,  2.03batch/s, avg_loss=0.106, curr_loss=0.077, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▋   | 319/480 [02:39<01:19,  2.03batch/s, avg_loss=0.106, curr_loss=0.077, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▋   | 319/480 [02:39<01:19,  2.03batch/s, avg_loss=0.106, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▋   | 319/480 [02:39<01:19,  2.03batch/s, avg_loss=0.106, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  66%|██████▋   | 319/480 [02:40<01:19,  2.03batch/s, avg_loss=0.107, curr_loss=0.465, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  67%|██████▋   | 322/480 [02:40<01:17,  2.03batch/s, avg_loss=0.107, curr_loss=0.465, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  67%|██████▋   | 322/480 [02:40<01:17,  2.03batch/s, avg_loss=0.107, curr_loss=0.465, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  67%|██████▋   | 322/480 [02:40<01:17,  2.03batch/s, avg_loss=0.107, curr_loss=0.048, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  67%|██████▋   | 322/480 [02:40<01:17,  2.03batch/s, avg_loss=0.107, curr_loss=0.048, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  67%|██████▋   | 322/480 [02:41<01:17,  2.03batch/s, avg_loss=0.107, curr_loss=0.044, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  67%|██████▋   | 322/480 [02:41<01:17,  2.03batch/s, avg_loss=0.107, curr_loss=0.044, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  67%|██████▋   | 322/480 [02:41<01:17,  2.03batch/s, avg_loss=0.107, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 325/480 [02:41<01:16,  2.03batch/s, avg_loss=0.107, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 325/480 [02:41<01:16,  2.03batch/s, avg_loss=0.107, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 325/480 [02:42<01:16,  2.03batch/s, avg_loss=0.107, curr_loss=0.189, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 325/480 [02:42<01:16,  2.03batch/s, avg_loss=0.107, curr_loss=0.189, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 325/480 [02:42<01:16,  2.03batch/s, avg_loss=0.107, curr_loss=0.082, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 325/480 [02:42<01:16,  2.03batch/s, avg_loss=0.107, curr_loss=0.082, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 325/480 [02:43<01:16,  2.03batch/s, avg_loss=0.107, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 328/480 [02:43<01:15,  2.02batch/s, avg_loss=0.107, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 328/480 [02:43<01:15,  2.02batch/s, avg_loss=0.107, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 328/480 [02:43<01:15,  2.02batch/s, avg_loss=0.107, curr_loss=0.142, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 328/480 [02:43<01:15,  2.02batch/s, avg_loss=0.107, curr_loss=0.142, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 328/480 [02:44<01:15,  2.02batch/s, avg_loss=0.107, curr_loss=0.112, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 328/480 [02:44<01:15,  2.02batch/s, avg_loss=0.107, curr_loss=0.112, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  68%|██████▊   | 328/480 [02:44<01:15,  2.02batch/s, avg_loss=0.107, curr_loss=0.043, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  69%|██████▉   | 331/480 [02:44<01:13,  2.02batch/s, avg_loss=0.107, curr_loss=0.043, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  69%|██████▉   | 331/480 [02:44<01:13,  2.02batch/s, avg_loss=0.107, curr_loss=0.043, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  69%|██████▉   | 331/480 [02:45<01:13,  2.02batch/s, avg_loss=0.107, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  69%|██████▉   | 331/480 [02:45<01:13,  2.02batch/s, avg_loss=0.107, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  69%|██████▉   | 331/480 [02:45<01:13,  2.02batch/s, avg_loss=0.107, curr_loss=0.071, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  69%|██████▉   | 331/480 [02:45<01:13,  2.02batch/s, avg_loss=0.107, curr_loss=0.071, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  69%|██████▉   | 331/480 [02:46<01:13,  2.02batch/s, avg_loss=0.106, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|██████▉   | 334/480 [02:46<01:12,  2.02batch/s, avg_loss=0.106, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|██████▉   | 334/480 [02:46<01:12,  2.02batch/s, avg_loss=0.106, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|██████▉   | 334/480 [02:46<01:12,  2.02batch/s, avg_loss=0.106, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|██████▉   | 334/480 [02:46<01:12,  2.02batch/s, avg_loss=0.106, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|██████▉   | 334/480 [02:47<01:12,  2.02batch/s, avg_loss=0.106, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|██████▉   | 334/480 [02:47<01:12,  2.02batch/s, avg_loss=0.106, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|██████▉   | 334/480 [02:47<01:12,  2.02batch/s, avg_loss=0.106, curr_loss=0.182, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|███████   | 337/480 [02:47<01:10,  2.02batch/s, avg_loss=0.106, curr_loss=0.182, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|███████   | 337/480 [02:47<01:10,  2.02batch/s, avg_loss=0.106, curr_loss=0.182, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|███████   | 337/480 [02:48<01:10,  2.02batch/s, avg_loss=0.106, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|███████   | 337/480 [02:48<01:10,  2.02batch/s, avg_loss=0.106, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|███████   | 337/480 [02:48<01:10,  2.02batch/s, avg_loss=0.106, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|███████   | 337/480 [02:48<01:10,  2.02batch/s, avg_loss=0.106, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  70%|███████   | 337/480 [02:49<01:10,  2.02batch/s, avg_loss=0.106, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████   | 340/480 [02:49<01:09,  2.03batch/s, avg_loss=0.106, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████   | 340/480 [02:49<01:09,  2.03batch/s, avg_loss=0.106, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████   | 340/480 [02:49<01:09,  2.03batch/s, avg_loss=0.106, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████   | 340/480 [02:49<01:09,  2.03batch/s, avg_loss=0.106, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████   | 340/480 [02:50<01:09,  2.03batch/s, avg_loss=0.106, curr_loss=0.181, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████   | 340/480 [02:50<01:09,  2.03batch/s, avg_loss=0.106, curr_loss=0.181, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████   | 340/480 [02:50<01:09,  2.03batch/s, avg_loss=0.106, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████▏  | 343/480 [02:50<01:07,  2.03batch/s, avg_loss=0.106, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████▏  | 343/480 [02:50<01:07,  2.03batch/s, avg_loss=0.106, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████▏  | 343/480 [02:51<01:07,  2.03batch/s, avg_loss=0.106, curr_loss=0.196, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████▏  | 343/480 [02:51<01:07,  2.03batch/s, avg_loss=0.106, curr_loss=0.196, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████▏  | 343/480 [02:51<01:07,  2.03batch/s, avg_loss=0.106, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████▏  | 343/480 [02:51<01:07,  2.03batch/s, avg_loss=0.106, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  71%|███████▏  | 343/480 [02:52<01:07,  2.03batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  72%|███████▏  | 346/480 [02:52<01:06,  2.03batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  72%|███████▏  | 346/480 [02:52<01:06,  2.03batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  72%|███████▏  | 346/480 [02:52<01:06,  2.03batch/s, avg_loss=0.106, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  72%|███████▏  | 346/480 [02:52<01:06,  2.03batch/s, avg_loss=0.106, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  72%|███████▏  | 346/480 [02:53<01:06,  2.03batch/s, avg_loss=0.106, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  72%|███████▏  | 346/480 [02:53<01:06,  2.03batch/s, avg_loss=0.106, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  72%|███████▏  | 346/480 [02:53<01:06,  2.03batch/s, avg_loss=0.106, curr_loss=0.074, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 349/480 [02:53<01:04,  2.03batch/s, avg_loss=0.106, curr_loss=0.074, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 349/480 [02:53<01:04,  2.03batch/s, avg_loss=0.106, curr_loss=0.074, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 349/480 [02:54<01:04,  2.03batch/s, avg_loss=0.106, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 349/480 [02:54<01:04,  2.03batch/s, avg_loss=0.106, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 349/480 [02:54<01:04,  2.03batch/s, avg_loss=0.106, curr_loss=0.298, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 349/480 [02:54<01:04,  2.03batch/s, avg_loss=0.106, curr_loss=0.298, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 349/480 [02:55<01:04,  2.03batch/s, avg_loss=0.106, curr_loss=0.165, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 352/480 [02:55<01:03,  2.03batch/s, avg_loss=0.106, curr_loss=0.165, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 352/480 [02:55<01:03,  2.03batch/s, avg_loss=0.106, curr_loss=0.165, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 352/480 [02:55<01:03,  2.03batch/s, avg_loss=0.107, curr_loss=0.230, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 352/480 [02:55<01:03,  2.03batch/s, avg_loss=0.107, curr_loss=0.230, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 352/480 [02:56<01:03,  2.03batch/s, avg_loss=0.107, curr_loss=0.116, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 352/480 [02:56<01:03,  2.03batch/s, avg_loss=0.107, curr_loss=0.116, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  73%|███████▎  | 352/480 [02:56<01:03,  2.03batch/s, avg_loss=0.107, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  74%|███████▍  | 355/480 [02:56<01:01,  2.03batch/s, avg_loss=0.107, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  74%|███████▍  | 355/480 [02:56<01:01,  2.03batch/s, avg_loss=0.107, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  74%|███████▍  | 355/480 [02:57<01:01,  2.03batch/s, avg_loss=0.107, curr_loss=0.051, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  74%|███████▍  | 355/480 [02:57<01:01,  2.03batch/s, avg_loss=0.107, curr_loss=0.051, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  74%|███████▍  | 355/480 [02:57<01:01,  2.03batch/s, avg_loss=0.107, curr_loss=0.135, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  74%|███████▍  | 355/480 [02:57<01:01,  2.03batch/s, avg_loss=0.107, curr_loss=0.135, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  74%|███████▍  | 355/480 [02:58<01:01,  2.03batch/s, avg_loss=0.107, curr_loss=0.094, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▍  | 358/480 [02:58<01:00,  2.03batch/s, avg_loss=0.107, curr_loss=0.094, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▍  | 358/480 [02:58<01:00,  2.03batch/s, avg_loss=0.107, curr_loss=0.094, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▍  | 358/480 [02:58<01:00,  2.03batch/s, avg_loss=0.107, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▍  | 358/480 [02:58<01:00,  2.03batch/s, avg_loss=0.107, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▍  | 358/480 [02:59<01:00,  2.03batch/s, avg_loss=0.107, curr_loss=0.138, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▍  | 358/480 [02:59<01:00,  2.03batch/s, avg_loss=0.107, curr_loss=0.138, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▍  | 358/480 [02:59<01:00,  2.03batch/s, avg_loss=0.107, curr_loss=0.153, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▌  | 361/480 [02:59<00:58,  2.03batch/s, avg_loss=0.107, curr_loss=0.153, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▌  | 361/480 [02:59<00:58,  2.03batch/s, avg_loss=0.107, curr_loss=0.153, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▌  | 361/480 [03:00<00:58,  2.03batch/s, avg_loss=0.107, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▌  | 361/480 [03:00<00:58,  2.03batch/s, avg_loss=0.107, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▌  | 361/480 [03:00<00:58,  2.03batch/s, avg_loss=0.107, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 65:  75%|███████▌  | 361/480 [03:00<00:58,  2.03batch/s, avg_loss=0.107, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
