slurmstepd: info: Setting TMPDIR to /scratch/10928678. Previous errors about TMPDIR can be discarded
cesga/2020 unloaded
        Preparing the environment for use of the CESGA 2020 software stack.
        Please rebuild modules cache: module --ignore-cache avail
     
cesga/2020 loaded
python/3.9.9 loaded
jupyter-server/1.13.5-python-3.9.9 loaded
jupyterlab/3.2.4-python-3.9.9 loaded
  0%|          | 0/480 [00:00<?, ?batch/s]Restormer model not found. Restormer preprocessing will be disabled.
Available Models: ['FRNet', 'FRNet_1ch', 'FRNetR', 'RoiNet11', 'RoiNet9', 'RoiNet9_plusk', 'RoiNet7', 'RoiNet5', 'RoiNet3', 'RoiNetR', 'RoiNet9x1.5', 'RoiNet7x1.5', 'RoiNet5x1.5', 'RoiNet3x1.5', 'RoiNet9x0.5', 'RoiNet7x0.5', 'RoiNet5x0.5', 'RoiNetx2', 'RoiNet_AblationOne_Simple', 'RoiNet_Ablation3_Simple', 'RoiNet_AblationOne_Residual', 'RoiNet_Ablation3_Residual']
Datasets_library: {'FIVES512': {'paths': {'train': 'dataset/FIVES512/train', 'val': 'dataset/FIVES512/val', 'test': 'dataset/FIVES512/test'}, 'preprocessing': {'start': 0, 'end': 1}}, 'FIVES': {'paths': {'train': 'dataset/FIVES/train', 'val': 'dataset/FIVES/val', 'test': 'dataset/FIVES/test'}, 'preprocessing': {'start': 0, 'end': 1}}}
USING CHANNELS = 3
Available Datasets: ['FIVES512', 'FIVES']
All datasets: {'FIVES512': {'train': <ds.dataset.SegmentationDataset object at 0x15422f5f28d0>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f5fe290>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f584490>}, 'FIVES': {'train': <ds.dataset.SegmentationDataset object at 0x15422f54df10>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f560950>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f563810>}}
Dataset a usar: {'train': <ds.dataset.SegmentationDataset object at 0x15422f54df10>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f560950>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f563810>}
Configuración de Entrenamiento:
  Model: RoiNet_AblationOne_Residual
  Dataset: FIVES
  Config File: code/config/config.json
  Epochs: 300
  Thresh Value: 100
  Batch Size: 1
  Num Workers: 32
  Learning Rate: 0.0001
  Weight Decay: 0.001
  Loss Function: Dice
  Loss Alpha: 0.2
  Loss Beta: 0.8
  Loss Gamma: 0.5
  Logging Enabled: True
  Output Prefix: RoiNet_AblationOne_Residual_
  Augmentation Config: {'enabled': True, 'geometric': False, 'elastic': False, 'intensity_and_color': False, 'gamma': False, 'noise': False, 'otrosfives': True}
  Restormer Enabled: False
  Output Directory: run_benchmark_runs/RoiNet_AblationOne_Residual_result_2025-03-10_12-35-56
Parameters logged to: run_benchmark_runs/RoiNet_AblationOne_Residual_result_2025-03-10_12-35-56/parameters_FIVES_RoiNet_AblationOne_Residual_Dice_True_False.log
Modelo cargado en GPU:
- Parámetros totales: 4687174
- Memoria ocupada por modelo en GPU: 17.88 MB
==== Memoria GPU - Después de cargar el modelo en GPU ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
USING: Dice
==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
Train Epoch 0:   0%|          | 0/480 [00:02<?, ?batch/s]
Train Epoch 0:   0%|          | 0/480 [00:07<?, ?batch/s, avg_loss=0.858, curr_loss=0.858, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▍   | 310/480 [02:36<01:24,  2.01batch/s, avg_loss=0.100, curr_loss=0.277, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▍   | 310/480 [02:36<01:24,  2.01batch/s, avg_loss=0.100, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▍   | 310/480 [02:36<01:24,  2.01batch/s, avg_loss=0.100, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▍   | 310/480 [02:37<01:24,  2.01batch/s, avg_loss=0.100, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▌   | 313/480 [02:37<01:22,  2.01batch/s, avg_loss=0.100, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▌   | 313/480 [02:37<01:22,  2.01batch/s, avg_loss=0.100, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▌   | 313/480 [02:37<01:22,  2.01batch/s, avg_loss=0.099, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▌   | 313/480 [02:37<01:22,  2.01batch/s, avg_loss=0.099, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▌   | 313/480 [02:38<01:22,  2.01batch/s, avg_loss=0.099, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▌   | 313/480 [02:38<01:22,  2.01batch/s, avg_loss=0.099, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  65%|██████▌   | 313/480 [02:38<01:22,  2.01batch/s, avg_loss=0.099, curr_loss=0.047, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▌   | 316/480 [02:38<01:21,  2.01batch/s, avg_loss=0.099, curr_loss=0.047, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▌   | 316/480 [02:38<01:21,  2.01batch/s, avg_loss=0.099, curr_loss=0.047, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▌   | 316/480 [02:39<01:21,  2.01batch/s, avg_loss=0.099, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▌   | 316/480 [02:39<01:21,  2.01batch/s, avg_loss=0.099, curr_loss=0.081, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▌   | 316/480 [02:39<01:21,  2.01batch/s, avg_loss=0.099, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▌   | 316/480 [02:39<01:21,  2.01batch/s, avg_loss=0.099, curr_loss=0.059, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▌   | 316/480 [02:40<01:21,  2.01batch/s, avg_loss=0.099, curr_loss=0.146, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▋   | 319/480 [02:40<01:19,  2.01batch/s, avg_loss=0.099, curr_loss=0.146, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▋   | 319/480 [02:40<01:19,  2.01batch/s, avg_loss=0.099, curr_loss=0.146, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▋   | 319/480 [02:40<01:19,  2.01batch/s, avg_loss=0.100, curr_loss=0.272, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▋   | 319/480 [02:40<01:19,  2.01batch/s, avg_loss=0.100, curr_loss=0.272, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▋   | 319/480 [02:41<01:19,  2.01batch/s, avg_loss=0.099, curr_loss=0.046, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▋   | 319/480 [02:41<01:19,  2.01batch/s, avg_loss=0.099, curr_loss=0.046, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  66%|██████▋   | 319/480 [02:41<01:19,  2.01batch/s, avg_loss=0.099, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  67%|██████▋   | 322/480 [02:41<01:18,  2.01batch/s, avg_loss=0.099, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  67%|██████▋   | 322/480 [02:41<01:18,  2.01batch/s, avg_loss=0.099, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  67%|██████▋   | 322/480 [02:42<01:18,  2.01batch/s, avg_loss=0.100, curr_loss=0.187, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  67%|██████▋   | 322/480 [02:42<01:18,  2.01batch/s, avg_loss=0.100, curr_loss=0.187, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  67%|██████▋   | 322/480 [02:42<01:18,  2.01batch/s, avg_loss=0.100, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  67%|██████▋   | 322/480 [02:42<01:18,  2.01batch/s, avg_loss=0.100, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  67%|██████▋   | 322/480 [02:43<01:18,  2.01batch/s, avg_loss=0.099, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 325/480 [02:43<01:16,  2.01batch/s, avg_loss=0.099, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 325/480 [02:43<01:16,  2.01batch/s, avg_loss=0.099, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 325/480 [02:43<01:16,  2.01batch/s, avg_loss=0.099, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 325/480 [02:43<01:16,  2.01batch/s, avg_loss=0.099, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 325/480 [02:44<01:16,  2.01batch/s, avg_loss=0.099, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 325/480 [02:44<01:16,  2.01batch/s, avg_loss=0.099, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 325/480 [02:44<01:16,  2.01batch/s, avg_loss=0.099, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 328/480 [02:44<01:15,  2.01batch/s, avg_loss=0.099, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 328/480 [02:44<01:15,  2.01batch/s, avg_loss=0.099, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 328/480 [02:45<01:15,  2.01batch/s, avg_loss=0.099, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 328/480 [02:45<01:15,  2.01batch/s, avg_loss=0.099, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 328/480 [02:45<01:15,  2.01batch/s, avg_loss=0.099, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 328/480 [02:45<01:15,  2.01batch/s, avg_loss=0.099, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  68%|██████▊   | 328/480 [02:46<01:15,  2.01batch/s, avg_loss=0.099, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  69%|██████▉   | 331/480 [02:46<01:13,  2.01batch/s, avg_loss=0.099, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  69%|██████▉   | 331/480 [02:46<01:13,  2.01batch/s, avg_loss=0.099, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  69%|██████▉   | 331/480 [02:46<01:13,  2.01batch/s, avg_loss=0.099, curr_loss=0.046, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  69%|██████▉   | 331/480 [02:46<01:13,  2.01batch/s, avg_loss=0.099, curr_loss=0.046, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  69%|██████▉   | 331/480 [02:47<01:13,  2.01batch/s, avg_loss=0.098, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  69%|██████▉   | 331/480 [02:47<01:13,  2.01batch/s, avg_loss=0.098, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  69%|██████▉   | 331/480 [02:47<01:13,  2.01batch/s, avg_loss=0.099, curr_loss=0.137, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|██████▉   | 334/480 [02:47<01:12,  2.01batch/s, avg_loss=0.099, curr_loss=0.137, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|██████▉   | 334/480 [02:47<01:12,  2.01batch/s, avg_loss=0.099, curr_loss=0.137, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|██████▉   | 334/480 [02:48<01:12,  2.01batch/s, avg_loss=0.099, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|██████▉   | 334/480 [02:48<01:12,  2.01batch/s, avg_loss=0.099, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|██████▉   | 334/480 [02:48<01:12,  2.01batch/s, avg_loss=0.098, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|██████▉   | 334/480 [02:48<01:12,  2.01batch/s, avg_loss=0.098, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|██████▉   | 334/480 [02:49<01:12,  2.01batch/s, avg_loss=0.099, curr_loss=0.177, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|███████   | 337/480 [02:49<01:11,  2.01batch/s, avg_loss=0.099, curr_loss=0.177, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|███████   | 337/480 [02:49<01:11,  2.01batch/s, avg_loss=0.099, curr_loss=0.177, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|███████   | 337/480 [02:49<01:11,  2.01batch/s, avg_loss=0.098, curr_loss=0.041, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|███████   | 337/480 [02:49<01:11,  2.01batch/s, avg_loss=0.098, curr_loss=0.041, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|███████   | 337/480 [02:50<01:11,  2.01batch/s, avg_loss=0.098, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|███████   | 337/480 [02:50<01:11,  2.01batch/s, avg_loss=0.098, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  70%|███████   | 337/480 [02:50<01:11,  2.01batch/s, avg_loss=0.098, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████   | 340/480 [02:50<01:09,  2.01batch/s, avg_loss=0.098, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████   | 340/480 [02:50<01:09,  2.01batch/s, avg_loss=0.098, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████   | 340/480 [02:51<01:09,  2.01batch/s, avg_loss=0.098, curr_loss=0.122, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████   | 340/480 [02:51<01:09,  2.01batch/s, avg_loss=0.098, curr_loss=0.122, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████   | 340/480 [02:51<01:09,  2.01batch/s, avg_loss=0.098, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████   | 340/480 [02:51<01:09,  2.01batch/s, avg_loss=0.098, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████   | 340/480 [02:52<01:09,  2.01batch/s, avg_loss=0.098, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████▏  | 343/480 [02:52<01:08,  2.01batch/s, avg_loss=0.098, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████▏  | 343/480 [02:52<01:08,  2.01batch/s, avg_loss=0.098, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████▏  | 343/480 [02:52<01:08,  2.01batch/s, avg_loss=0.099, curr_loss=0.222, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████▏  | 343/480 [02:52<01:08,  2.01batch/s, avg_loss=0.099, curr_loss=0.222, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████▏  | 343/480 [02:53<01:08,  2.01batch/s, avg_loss=0.098, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████▏  | 343/480 [02:53<01:08,  2.01batch/s, avg_loss=0.098, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  71%|███████▏  | 343/480 [02:53<01:08,  2.01batch/s, avg_loss=0.098, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  72%|███████▏  | 346/480 [02:53<01:06,  2.01batch/s, avg_loss=0.098, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  72%|███████▏  | 346/480 [02:53<01:06,  2.01batch/s, avg_loss=0.098, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  72%|███████▏  | 346/480 [02:54<01:06,  2.01batch/s, avg_loss=0.098, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  72%|███████▏  | 346/480 [02:54<01:06,  2.01batch/s, avg_loss=0.098, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  72%|███████▏  | 346/480 [02:54<01:06,  2.01batch/s, avg_loss=0.098, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  72%|███████▏  | 346/480 [02:54<01:06,  2.01batch/s, avg_loss=0.098, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  72%|███████▏  | 346/480 [02:55<01:06,  2.01batch/s, avg_loss=0.098, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 349/480 [02:55<01:05,  2.01batch/s, avg_loss=0.098, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 349/480 [02:55<01:05,  2.01batch/s, avg_loss=0.098, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 349/480 [02:55<01:05,  2.01batch/s, avg_loss=0.098, curr_loss=0.068, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 349/480 [02:55<01:05,  2.01batch/s, avg_loss=0.098, curr_loss=0.068, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 349/480 [02:56<01:05,  2.01batch/s, avg_loss=0.098, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 349/480 [02:56<01:05,  2.01batch/s, avg_loss=0.098, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 349/480 [02:56<01:05,  2.01batch/s, avg_loss=0.098, curr_loss=0.176, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 352/480 [02:56<01:03,  2.02batch/s, avg_loss=0.098, curr_loss=0.176, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 352/480 [02:56<01:03,  2.02batch/s, avg_loss=0.098, curr_loss=0.176, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 352/480 [02:57<01:03,  2.02batch/s, avg_loss=0.098, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 352/480 [02:57<01:03,  2.02batch/s, avg_loss=0.098, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 352/480 [02:57<01:03,  2.02batch/s, avg_loss=0.098, curr_loss=0.136, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 352/480 [02:57<01:03,  2.02batch/s, avg_loss=0.098, curr_loss=0.136, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  73%|███████▎  | 352/480 [02:58<01:03,  2.02batch/s, avg_loss=0.098, curr_loss=0.046, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  74%|███████▍  | 355/480 [02:58<01:02,  2.02batch/s, avg_loss=0.098, curr_loss=0.046, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  74%|███████▍  | 355/480 [02:58<01:02,  2.02batch/s, avg_loss=0.098, curr_loss=0.046, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  74%|███████▍  | 355/480 [02:58<01:02,  2.02batch/s, avg_loss=0.098, curr_loss=0.103, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  74%|███████▍  | 355/480 [02:58<01:02,  2.02batch/s, avg_loss=0.098, curr_loss=0.103, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  74%|███████▍  | 355/480 [02:59<01:02,  2.02batch/s, avg_loss=0.098, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  74%|███████▍  | 355/480 [02:59<01:02,  2.02batch/s, avg_loss=0.098, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  74%|███████▍  | 355/480 [02:59<01:02,  2.02batch/s, avg_loss=0.098, curr_loss=0.066, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▍  | 358/480 [02:59<01:00,  2.01batch/s, avg_loss=0.098, curr_loss=0.066, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▍  | 358/480 [02:59<01:00,  2.01batch/s, avg_loss=0.098, curr_loss=0.066, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▍  | 358/480 [03:00<01:00,  2.01batch/s, avg_loss=0.098, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▍  | 358/480 [03:00<01:00,  2.01batch/s, avg_loss=0.098, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▍  | 358/480 [03:00<01:00,  2.01batch/s, avg_loss=0.098, curr_loss=0.181, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▍  | 358/480 [03:00<01:00,  2.01batch/s, avg_loss=0.098, curr_loss=0.181, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▍  | 358/480 [03:01<01:00,  2.01batch/s, avg_loss=0.098, curr_loss=0.139, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▌  | 361/480 [03:01<00:59,  2.02batch/s, avg_loss=0.098, curr_loss=0.139, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▌  | 361/480 [03:01<00:59,  2.02batch/s, avg_loss=0.098, curr_loss=0.139, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▌  | 361/480 [03:01<00:59,  2.02batch/s, avg_loss=0.098, curr_loss=0.064, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▌  | 361/480 [03:01<00:59,  2.02batch/s, avg_loss=0.098, curr_loss=0.064, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▌  | 361/480 [03:02<00:59,  2.02batch/s, avg_loss=0.098, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▌  | 361/480 [03:02<00:59,  2.02batch/s, avg_loss=0.098, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  75%|███████▌  | 361/480 [03:02<00:59,  2.02batch/s, avg_loss=0.099, curr_loss=0.409, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▌  | 364/480 [03:02<00:57,  2.02batch/s, avg_loss=0.099, curr_loss=0.409, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▌  | 364/480 [03:02<00:57,  2.02batch/s, avg_loss=0.099, curr_loss=0.409, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▌  | 364/480 [03:03<00:57,  2.02batch/s, avg_loss=0.099, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▌  | 364/480 [03:03<00:57,  2.02batch/s, avg_loss=0.099, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▌  | 364/480 [03:03<00:57,  2.02batch/s, avg_loss=0.099, curr_loss=0.201, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▌  | 364/480 [03:03<00:57,  2.02batch/s, avg_loss=0.099, curr_loss=0.201, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▌  | 364/480 [03:04<00:57,  2.02batch/s, avg_loss=0.099, curr_loss=0.153, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▋  | 367/480 [03:04<00:56,  2.02batch/s, avg_loss=0.099, curr_loss=0.153, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▋  | 367/480 [03:04<00:56,  2.02batch/s, avg_loss=0.099, curr_loss=0.153, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▋  | 367/480 [03:04<00:56,  2.02batch/s, avg_loss=0.099, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▋  | 367/480 [03:04<00:56,  2.02batch/s, avg_loss=0.099, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▋  | 367/480 [03:05<00:56,  2.02batch/s, avg_loss=0.099, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▋  | 367/480 [03:05<00:56,  2.02batch/s, avg_loss=0.099, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  76%|███████▋  | 367/480 [03:05<00:56,  2.02batch/s, avg_loss=0.099, curr_loss=0.097, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  77%|███████▋  | 370/480 [03:05<00:54,  2.01batch/s, avg_loss=0.099, curr_loss=0.097, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  77%|███████▋  | 370/480 [03:05<00:54,  2.01batch/s, avg_loss=0.099, curr_loss=0.097, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  77%|███████▋  | 370/480 [03:05<00:54,  2.01batch/s, avg_loss=0.099, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  77%|███████▋  | 370/480 [03:05<00:54,  2.01batch/s, avg_loss=0.099, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  77%|███████▋  | 370/480 [03:06<00:54,  2.01batch/s, avg_loss=0.099, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  77%|███████▋  | 370/480 [03:06<00:54,  2.01batch/s, avg_loss=0.099, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  77%|███████▋  | 370/480 [03:06<00:54,  2.01batch/s, avg_loss=0.099, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  78%|███████▊  | 373/480 [03:06<00:53,  2.01batch/s, avg_loss=0.099, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  78%|███████▊  | 373/480 [03:06<00:53,  2.01batch/s, avg_loss=0.099, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 70:  78%|███████▊  | 373/480 [03:07<00:53,  2.01batch/s, avg_loss=0.099, curr_loss=0.054, gpu_usage=GPU 0: 140.6MB]
